Session Name,Start Time,End Time,Description,Speakers
Building an AI Supercomputer: How We Did it!,11:35 AM,12:05 PM,"Enormous compute power is required to solve many problems with AI. Today’s compute capacity is throttling the advancement of AI and is unsustainable without pushing the limits for new AI compute. We will share the design and implementation of an AI supercomputer that will power AI research into a new level of complex problem solving, enabling a journey towards 1000x improvements in AI compute.","[{'name': 'Kaoutar El Maghraoui', 'title': 'Principal Research Scientist', 'company': 'IBM'}, {'name': 'Mrs Lorraine Herger', 'title': 'Director', 'company': 'IBM'}]"
How to Evaluate Startup Ideas?,12:05 PM,12:35 PM,"Curious about starting a company but haven't settled on an idea yet? Holly Liu, Co-Founder of Kabam, will walk you through a framework for thinking about and evaluating startup ideas. Holly will talk about her experience as a founder and her perspective on when it is time to turn an idea into a company.","[{'name': 'Holly Liu', 'title': None, 'company': None}]"
Sponsors & Mentors: Building Your Academic Professional Network,12:05 PM,12:35 PM,"Effective networking is one of the most powerful tools in advancing your professional career. This skill can connect you to your community in meaningful ways, land you a dream job and help you score awards or promotions. Join us to learn how to present yourself and your ideas in a concise and appealing way, as well as how to deliberately build and nurture your professional network of sponsors and mentors.",
Systers Networking Sponsored by Discover,12:05 PM,12:35 PM,Systers Networking Sponsored by Discover,
Membership Session,12:05 PM,12:35 PM,"Learn more about AnitaB.org Membership and get first-hand experience to a Premium benefit with access to a Career Conversation hosted by Jordan Sale, founder of 81 cents. Make sure you're being paid market rates by learning about opportunities to access personalized market data, compensation feedback, and career advice from hiring managers and recruiters in their field.",
Transform your Code Reviews for Inclusive and Productive Collaboration,12:05 PM,12:35 PM,"Performing high quality code reviews can transform your development team by improving your productivity, knowledge, and code maintainability! I will share tips to embrace reviews as learning opportunities through tooling and best practices around submitting code for review and being a reviewer. You’ll also learn to give and receive feedback to foster an inclusive and collaborative review culture.","[{'name': 'Syeda Kauser Inamdar', 'title': 'Software Engineer', 'company': 'LinkedIn'}]"
Lessons Learned from Protecting a Nation to Protecting a Fortune 100 Company,12:05 PM,12:35 PM,"In today's world, companies are under constant threat of attack from cyber criminals both domestic and foreign. Having a high performing and diverse cybersecurity team is crucial to protecting a company and its customers. Heather will walk through how her journey as a single mother, military service member, and commercial sector senior leader provides numerous lessons for women in cybersecurity.","[{'name': 'Heather Gantt-Evans', 'title': 'Sr. Director of Security Operations and Cyber Resilience', 'company': 'The Home Depot'}]"
Breaking the Chip: Techniques to Validate Hardware,12:05 PM,12:35 PM,"Behind every smart device, is a smart System-on-Chip (SoC). Manufacturing an SoC can be very costly, particularly for custom made SoCs. The goal of any SoCmanufacturer is to find all bugs before the SoC is built. Formal Verification and Simulation are two primary methods to debug and validate the functionality of anSoC Pre-Silicon, as explained in this paper with the aid of simple examples.","[{'name': 'Dr. Alma Juarez Dominguez', 'title': 'SEG Formal Verification Engineer', 'company': 'Apple'}, {'name': 'Miss Purva Sahasrabudhe', 'title': 'SEG Design Verification Engineer', 'company': 'Apple'}]"
An Engineer's Essential Tool in Agile is Design Thinking,12:40 PM,1:10 PM,"Many engineers are not connected to their customers, but by combining design thinking with Agile, they can build solutions that delight. In this session, attendees will see how a design thinking model called Design for Delight is applied within Agile frameworks, with tools that can be adapted for remote work due to COVID-19, to deliver thoughtful and inclusive solutions that can change the world.","[{'name': 'Aliza Carpio', 'title': 'Principal Tech Evangelist', 'company': 'Intuit'}, {'name': 'Sonia May-Patlan', 'title': 'Software Developer', 'company': 'Intuit'}]"
A Pivotal Moment: Why Civic Leave May Be Right for Your Career,12:40 PM,1:40 PM,"Like pro-bono law service or Doctor Without Borders, civic leave is a process where private-sector tech employees may take a short-term leave of absence to work in local, state, or federal government. During this panel discussion, you’ll hear from technologists who have completed civic leave and learn how to advocate for more civic leave pathways at your tech company.",
"Beyond A/B Tests: Two Causal Models, Applied to a Hypothetical COVID-19 Intervention",12:40 PM,1:10 PM,"Randomized A/B tests are ideal, but often impossible to run due to ethical considerations, costs, or competing priorities. We suggest two observational approaches to try instead: difference-in-differences and synthetic control. We outline the theory, discuss implementation concerns, and close with rules of thumb to help attendees choose the appropriate causal method.","[{'name': 'Dr. Mallory Montgomery', 'title': 'Economist', 'company': 'Amazon'}, {'name': 'Dr. Nanneh Chehras', 'title': 'Economist', 'company': 'Amazon'}]"
How to Program a Quantum Computer,12:40 PM,1:40 PM,"Quantum computers will potentially solve a whole class of problems that are too difficult for even the most powerful computers that exist today.  Attendees of this workshop will learn how to program a quantum computer using our python based software development kit, Qiskit.  (see https://qiskit.org/ for installation)","[{'name': 'Dr. Neereja Sundaresan', 'title': 'Research Staff Member', 'company': 'IBM Quantum'}, {'name': 'Dr. Maika Takita', 'title': 'Research Staff Member', 'company': 'IBM Quantum'}, {'name': 'Ms. Soolu Thomas', 'title': 'Software Developer', 'company': 'IBM Quantum'}]"
Adapting: Work in Tech with Chronic Illness,12:40 PM,1:10 PM,"According to the CDC, six in 10 adults in the US have chronic illness. With such a staggering ratio, you can expect to meet folks who have chronic illness daily as co-workers, friends, or employees (or even yourself). We will discuss how folks dealing with chronic illness can still lead a normal work life, and how you as a co-worker, boss, or fellow human being can help make their lives easier.","[{'name': 'Victoria Dorn', 'title': 'Software Engineer', 'company': 'Sony Interactive Entertainment'}]"
Navigating the Tech Scene with a Disability,12:40 PM,1:40 PM,"Individuals with disabilities often feel they do not ëfit intoí the tech scene. They have questions about if, when, and how they should disclose information about their disability in the context of education and employment. Panelists will describe their experiences disclosing disability, offer advice to others who are navigating these conversations and share tips on disability advocacy.","[{'name': 'Dr. Brianna Blaser', 'title': 'Project Manager', 'company': 'University of Washington'}, {'name': 'Ms. Meenakshi Das', 'title': 'Student', 'company': 'Auburn University'}, {'name': 'Lisa Maberry', 'title': 'Program Manager', 'company': 'Microsoft'}, {'name': 'Paulette Penzvalto', 'title': 'Program Manager, Google Cloud TI', 'company': 'Google'}, {'name': 'Ms. Kayla Williams', 'title': 'IT Analyst', 'company': 'Eli Lilly and Company'}]"
Promoting Personal Wellbeing with Agile Methods for Graduate Students and Professors,12:40 PM,1:10 PM,"Join us for practical life management techniques which promote better mental health by combining principles from cognitive psychology with agile methodologies. We will discuss setting priorities, knowing when to say ""no"", motivation, managing stress, and finding balance. You will leave with easy-to-implement strategies for helping you achieve these goals.",
Brain-Inspired Computing for the Edge,12:40 PM,1:40 PM,"With the rise of IoT devices, it is clear that machine learning will need to be pushed to the edge in custom hardware. Neuromorphic computing (NC) is one path forward, but there are many open questions about how it will be implemented and deployed. In this panel, experts in NC from academia, industry, and government will debate the future of NC and brain-inspired hardware for the edge.","[{'name': 'Dr. Catherine Schuman', 'title': 'Research Scientist', 'company': 'Oak Ridge National Lab'}, {'name': 'Dr. Dhireesha Kudithipudi', 'title': 'Professor, Robert F Mcdermott Endowed Chair in Engineering', 'company': 'University of Texas - San Antonio'}, {'name': 'Dr. Duygu Kuzum', 'title': 'Associate Professor', 'company': 'University of California, San Diego (UCSD)'}, {'name': 'Dr. Mondira Pant', 'title': 'Academic Research Director and Principal Engineer', 'company': 'Intel'}, {'name': 'Dr. Hai Li', 'title': 'Clare Boothe Luce Professor and Associate Chair of ECE Dept', 'company': 'Duke University'}]"
GHC Scholars Networking,12:40 PM,1:10 PM,Invite Only,
"The Magic of Empowering Your ""Gen Z"" Daughter with a $100 Gift to Make a Difference",1:10 PM,1:40 PM,"Given the increasing disparities, racial profiling, and protests today, many parents want to raise kids who care about fairness and equity in communities. What can we do to ensure our Gen Z (and Gen Alpha) make a positive impact? Come listen to this mother-daughter duo's successful philanthropic journey, from a $100 gift to over $100,000 in giving, and learn proven techniques to guide your youth.","[{'name': 'Sonali Ranaweera', 'title': 'Student and Founder', 'company': 'University of California, Berkeley'}, {'name': 'Dr. Jeewika Ranaweera', 'title': 'Principal Hardware Engineer', 'company': 'Oracle'}]"
Chi-chat: A Metric-Driven User Cohorting Framework for Best Channel Recommendation,1:10 PM,1:40 PM,"When customers file tax returns using products like TurboTax, they often seek help from tax experts. We developed a novel metric-driven ML method that recommends the best channel: chat, callback or scheduling. With training data that now includes COVID-19 stimulus check inquiries, we can enhance the user experience of customers who are financially impacted and improve our operational efficiency.","[{'name': 'Dr. Wen Yao', 'title': 'Senior Data Scientist', 'company': 'Intuit'}, {'name': 'Dr. Zhewen(Joanne) Fan', 'title': 'Senior Data Science Manager', 'company': 'Intuit'}]"
Be Brave: Lessons from a Total Technology & Culture Transformation,1:10 PM,1:40 PM,"Meredith Johnson helped lead process and culture transformations that evolved Blackbaud's tech strategy from an on-prem leader at risk of stagnation to an agile development model. Recently, she led teams to roll out features needed by social good organizations to operate during COVID-19 in just days. Learn how to inspire teams to continually innovate and why culture is harder than product updates.","[{'name': 'Meredith Johnson', 'title': 'Vice President, Product Management', 'company': 'Blackbaud'}]"
BRAID Welcome Reception,1:10 PM,1:40 PM,"The BRAID initiative is an NSF-funded research project that supports computer science departments with efforts to increase the percentage of women and URM students in their undergraduate computing programs. This reception will provide a networking opportunity for students and faculty from the 15 BRAID institutions and the project’s corporate funders (Intel, Microsoft, and Qualcomm). Invite Only.",
Being an Ally in Academia,1:10 PM,1:40 PM,"Are you a professor, graduate or undergraduate student or otherwise working in academia? In this session, we’ll talk about being an ally and helping to combat racism and increase diversity and inclusion in academic environments including the classroom, research meetings and conferences. We’ll share our experiences and things we have learned while focusing on practical tips from how to respond constructively when someone makes a comment that doesn’t feel right to things you can do at your institution.",
Keynote,1:45 PM,2:15 PM,,
